movieId,title,year,genres
154532,Red Eagle ,2010,(no genres listed)
154646,Slow Action ,2010,Drama
154676,Dad ,2010,(no genres listed)
154814,Spark of Being ,2010,(no genres listed)
154937,White Wall ,2010,Documentary
155086,Vinnaithaandi Varuvaayaa ,2010,Drama
155109,Long Way Down ,2010,(no genres listed)
155481,Kenny Chesney - Summer In 3D ,2010,Comedy|Mystery
155579,DC Showcase: Jonah Hex ,2010,Action|Crime|Drama|Romance|Thriller
155609,Space Tourists ,2010,Drama
155619,Neue Vahr SÃ¼d ,2010,(no genres listed)
155804,The Buddha ,2010,(no genres listed)
155858,Brian Eno: Another Green World ,2010,(no genres listed)
155886,The Sentimental Engine Slayer ,2010,(no genres listed)
156131,Circle of Fury ,2010,Mystery
156690,The Invited ,2010,(no genres listed)
156700,Monsterwolf ,2010,Thriller
156783,Jimmy Carr: Making People Laugh ,2010,Comedy
156789,Internet Story ,2010,Comedy
157051,DÃ¤r vi en gÃ¥ng gÃ¥tt ,2010,Drama
157196,Mobile Suit Gundam 00: Awakening of the Trailblazer ,2010,(no genres listed)
157300,My Super Psycho Sweet 16: Part 2 ,2010,Horror
157310,A Drummer's Dream ,2010,Documentary
157375,The Cutting Edge: Fire & Ice ,2010,Animation|Comedy|Drama
157405,Single By Contract ,2010,Comedy|Romance
157448,Held Up ,2010,Comedy|Horror
157629,A Barefoot Dream ,2010,Comedy|Drama
157633,Attack the Gas Station 2 ,2010,Comedy|Drama
158101,The Kingdom of Solomon ,2010,Drama
158286,Singam ,2010,Action|Drama|Mystery|Thriller
158304,Sorry if I Want to Marry You ,2010,(no genres listed)
158308,"Burzynski, the Movie ",2010,Drama|Horror
158330,The Secret Diaries of Miss Anne Lister ,2010,Documentary
158424,The Builder ,2010,Drama
158426,Elvis & Madona ,2010,(no genres listed)
158538,Into the Universe with Stephen Hawking ,2010,(no genres listed)
158607,Skinning ,2010,Documentary
158611,The Weight of Chains ,2010,Drama
158635,Just Between Us ,2010,Action|Crime|Drama
158645,Seventy-Two Days ,2010,Drama
158737,Queen of the Sun ,2010,Documentary
158854,Louis Theroux: Law and Disorder in Lagos ,2010,Documentary
158856,Louis Theroux: America's Medicated Kids ,2010,(no genres listed)
159081,Les InvitÃ©s de mon pÃ¨re ,2010,Sci-Fi
159087,The Beast ,2010,Romance
159167,Bytte Bytte KÃ¸bmand ,2010,Documentary
159333,The Liverpool Goalie ,2010,Comedy|Drama
159409,The Stool Pigeon ,2010,Animation
159622,8213: Gacy House ,2010,Action|Adventure|Thriller
159632,Mr. Dough and the Egg Princess ,2010,Comedy|Horror
159656,I Am Slave ,2010,Horror
159731,BECK ,2010,Horror
159747,Locked In ,2010,Documentary
159805,Flamenco Flamenco ,2010,Horror|Thriller
159894,Jigsaw - Elimination ,2010,Comedy
159982,Douchebag ,2010,Comedy
159984,BeÅŸ Åžehir ,2010,Comedy|Drama
160179,Priest of Evil ,2010,Action|Crime
160281,Do Dooni Chaar ,2010,Drama
160408,El Estudiante ,2010,Crime|Drama
160446,Khichdi: The Movie ,2010,Comedy|Crime|Thriller
160448,Love Sex aur Dhokha ,2010,Children|Comedy
160450,Mirch ,2010,Drama
160456,Phas Gaye Re Obama ,2010,Action|Comedy
160466,When the Dragon Swallowed the Sun ,2010,Comedy|Drama|Romance
160592,Shocking Blue ,2010,(no genres listed)
160832,"No eres tÃº, soy yo ",2010,Comedy
160852,HospitalitÃ© ,2010,Drama
161151,Boys on the Run ,2010,Documentary
161426,That Girl in Yellow Boots ,2010,Drama|Mystery|Romance
161622,Revenge of the Bridesmaids ,2010,(no genres listed)
162000,Meeting David Wilson ,2010,Documentary
162004,Liar Game: The Final Stage ,2010,Sci-Fi
162260,Deuce of Spades ,2010,Comedy
162262,Locked Down ,2010,Drama|Mystery|Thriller
162334,I Wish I Knew ,2010,Comedy
162424,Love Like Poison ,2010,Comedy
162958,Moomins and the Comet Chase ,2010,Action|Crime
162960,As If I Am Not There ,2010,Adventure|Animation
162970,Broken Blade: Book One - The Time of Awakening ,2010,Action|Animation|Mystery
162972,Broken Blade: Book Three - The Mark of the Assassin's Dagger ,2010,Action|Animation|Fantasy
162974,Broken Blade: Book Two - The Split Path ,2010,Action|Animation|Fantasy
162976,Broken Blade: Book Four - The Earth of Calamity ,2010,Action|Animation|Fantasy
163140,My Babysitter's a Vampire ,2010,Comedy|Romance
163234,Refuge ,2010,Thriller
163412,Gabi on the Roof in July ,2010,(no genres listed)
163456,Tees Maar Khan ,2010,(no genres listed)
163466,Housefull ,2010,Horror|Thriller
163482,Haunted Changi ,2010,Drama
163484,The Vaughn Sister ,2010,(no genres listed)
163502,Just Call Me Nobody ,2010,(no genres listed)
163527,Comedy Central Roast of David Hasselhoff ,2010,Comedy
163767,Tick Tock Tale ,2010,Animation|Comedy
164031,8,2010,Thriller
164214,Devil's Playground ,2010,Sci-Fi
164220,The House of Suh ,2010,Thriller
164254,The Big I Am ,2010,(no genres listed)
164258,Reflections of a Blender ,2010,Drama
164306,The House That Drips Blood on Alex ,2010,(no genres listed)
164797,Harriet the Spy: Blog Wars ,2010,(no genres listed)
164837,A Heartland Christmas ,2010,Mystery
164895,You Are Umasou ,2010,Documentary
165021,Risen ,2010,Drama|War
165065,Outcast ,2010,(no genres listed)
165147,45365,2010,Documentary
165423,Demonic Toys: Personal Demons ,2010,Documentary
165465,The Last Escape ,2010,Action|Drama
165533,DC Showcase: Green Arrow ,2010,Horror
165541,Be with Me ,2010,Documentary
165545,Sennentuntschi ,2010,Crime|Drama|Thriller
165609,Kajraare ,2010,Animation
165807,The Graves ,2010,Adventure|Children|Fantasy
165917,The Kid ,2010,Action|Crime|Thriller
165919,Circle of Pain ,2010,Drama
165945,The Last Ronin ,2010,Animation
166201,The Wish List ,2010,Children
166322,Black Sabbath: Paranoid ,2010,Documentary
166490,David Wants to Fly ,2010,Action|Drama|Romance
166506,Intimate Grammar ,2010,Drama
166508,Logan ,2010,Drama
166524,Hello Ghost ,2010,Drama|Romance
166566,Wild Things: Foursome ,2010,Comedy|Fantasy
166679,Uninhabited ,2010,Comedy|Drama
166697,You Don't Like the Truth: 4 Days Inside Guantanamo ,2010,Documentary
166765,Tri bogatyrya i Shamakhanskaya tsaritsa ,2010,Adventure|Animation|Comedy|Fantasy
166786,L'autre Dumas ,2010,Drama|Horror
166880,Kevorkian ,2010,Drama
166900,Sondheim! The Birthday Concert ,2010,(no genres listed)
166952,Pixels ,2010,Drama|Thriller
167026,Kickassia ,2010,(no genres listed)
167278,The Ugly Duckling ,2010,Animation
167384,Casus Belli ,2010,Drama|War
167402,Zombie Undead ,2010,(no genres listed)
167710,Hunting Season ,2010,Documentary
167780,Superman/Shazam!: The Return of Black Adam ,2010,Drama
168036,The Good Witch's Gift ,2010,Children|Comedy|Fantasy|Romance
168054,After the Fall ,2010,Romance
168644,Great Migrations ,2010,Drama
168678,Devolved ,2010,Drama
168762,The Child Wanderers ,2010,Comedy|Drama
168836,Kung Fu Wing Chun ,2010,Drama
168842,The Child's Eye ,2010,Thriller
168920,Postcard ,2010,Children|Documentary|Drama
168956,Jimi Hendrix: Voodoo Child ,2010,Documentary
169120,Sketches of Kaitan City ,2010,Children|Comedy|Drama
169138,Love & Loathing & Lulu & Ayano ,2010,Drama|Romance
169150,Sawako Decides ,2010,Comedy|Drama
169174,Higglety Pigglety Pop! or There Must Be More to Life ,2010,(no genres listed)
169468,Lure: Teen Fight Club ,2010,Comedy|Fantasy|Horror|Romance
169748,Zombie Christ ,2010,Comedy|Horror|Sci-Fi|Thriller
169780,Goblin ,2010,Drama|Mystery
169848,Some Dogs Bite ,2010,Adventure|Children
169872,Chico Xavier ,2010,Documentary
170006,Rainer Werner Fassbinder's World on a Wire: Looking Ahead to Today ,2010,Horror|Mystery|Thriller
170497,Vine of the Soul: Encounters with Ayahuasca ,2010,Comedy
170507,You Should Meet My Son ,2010,Comedy|Drama|Romance
170693,The Coming Days ,2010,Horror|Mystery|Thriller
170765,Between Two Fires ,2010,Comedy|Romance
170771,The Recipe ,2010,Documentary
170891,The Legend Is Born: Ip Man ,2010,Comedy|Drama
170929,Au Revoir Taipei ,2010,Comedy
171155,Lady Blue Shanghai ,2010,(no genres listed)
171189,Charlie Murphy: I Will Not Apologize ,2010,Comedy|Documentary
171241,Wound ,2010,Thriller
171267,Krackoon ,2010,Documentary
171357,Uncle Bob ,2010,Documentary
171383,Ay Lav Yu ,2010,Comedy
171393,Eyyvah Eyvah ,2010,Comedy|Drama
171413,Romantik Komedi ,2010,Children|Comedy
171433,The Trial ,2010,Comedy
171447,The Fog ,2010,Documentary
171519,Nasha Russia: Yaytsa sudby ,2010,Comedy
171531,Darling ,2010,Action|Crime
171565,Cheech & Chong's Hey Watch This ,2010,Documentary
171591,You're So Cupid ,2010,Comedy
171823,KoÅ‚ysanka ,2010,Drama
171833,Surviving Life ,2010,Drama|Horror
172101,For the Good of Others ,2010,Children|Comedy
172267,Meant To Be ,2010,Action|Crime|Thriller
172315,Justin Time ,2010,Children|Drama
172341,Costa Rican Summer ,2010,Comedy|Romance
172347,Christmas Mail ,2010,Action|Children|Thriller
172377,A Bela e o Paparazzo ,2010,Comedy
172381,Abel ,2010,Drama|Romance
172477,Life Cycles ,2010,Drama
172509,Paris Express ,2010,Thriller
172513,No Need to Grieve ,2010,Action|Crime|Drama
172515,Hooked on the Game 2. The Next Level ,2010,Comedy
172517,We Are from the Future 2 ,2010,Action|Sci-Fi
172523,Love and the City 2 ,2010,Comedy|Fantasy
172559,War Don Don ,2010,(no genres listed)
172725,The Secret Life of Chaos ,2010,Action|Drama
172851,Avatar: Creating the World of Pandora ,2010,Drama|War
172853,Good Intentions ,2010,Documentary
172855,ÐŸÑƒÑ‚ÑŒ Ðº ÑÐµÐ±Ðµ ,2010,Comedy
172857,Glukhar v kino ,2010,Romance
172863,Out Of Order ,2010,Horror|Sci-Fi
173239,Tender Son: The Frankenstein Project ,2010,Comedy
173705,Heroes ,2010,Children|Drama
173749,Macbeth ,2010,Comedy
174227,Heavy Metal Britannia ,2010,Animation
174409,PsyWar: The real battlefield is your mind ,2010,Documentary
174593,Dark World ,2010,Documentary
174621,Unresolved Sexual Tension ,2010,(no genres listed)
174861,Van Gogh: Painted with Words ,2010,(no genres listed)
175045,Jessicka Rabid ,2010,Horror
175047,Killer by Nature ,2010,Horror
175049,The Cursed ,2010,Adventure|Crime|Drama|Romance|Thriller
175051,Truth About Kerry ,2010,Horror|Thriller
175061,The Bad Penny ,2010,(no genres listed)
175297,Der kleine Nazi ,2010,Animation|Children
175313,My Good Enemy ,2010,Drama
175379,God of Love ,2010,(no genres listed)
175385,What War May Bring ,2010,Drama
175417,Puzzled Love ,2010,Drama|Romance
175433,Get Out ,2010,Animation|Comedy
175465,The Blonde with Bare Breasts ,2010,Comedy
175469,Minions: Banana ,2010,Animation|Sci-Fi
175523,The Great Vazquez ,2010,Action|Adventure|Drama
175581,Dock Ellis & The LSD No-No ,2010,Drama|Thriller
175715,Dooman River ,2010,(no genres listed)
175787,Minions: Orientation Day ,2010,Drama|Thriller
175793,A Thousand Times Stronger ,2010,Documentary
175807,Walking Too Fast ,2010,Comedy
175873,King's Road ,2010,Comedy|Fantasy|Sci-Fi
175911,The Good Herbs ,2010,Mystery
175943,Fry and Laurie Reunited ,2010,Comedy|Drama
176005,Titanic 2 ,2010,Horror
176007,Joanna ,2010,Action|Adventure|Thriller
176011,A History of Horror with Mark Gatiss ,2010,Drama|Horror
176119,La peau de chagrin ,2010,Drama|Romance
176155,Pro Lyuboff ,2010,Action|Drama|Romance
176205,Phobos. Fear Kills ,2010,(no genres listed)
176207,The Final Storm ,2010,Horror|Thriller
176379,Unrivaled ,2010,Drama|Romance
176537,Herschell Gordon Lewis: The Godfather of Gore ,2010,Action|Adventure|Drama
176825,The Penitent Man ,2010,Comedy|Drama
176887,Murder on the Orient Express ,2010,Children|Fantasy
176901,Neowolf ,2010,Comedy
177007,The External World ,2010,(no genres listed)
177009,My Invisible Friend ,2010,Animation|Comedy
177417,Preferisco il paradiso ,2010,Documentary
177419,Sant'Agostino ,2010,Drama
177515,The Valdemar Legacy ,2010,Horror
177779,Dusk ,2010,Drama
177943,Infiltration ,2010,Drama
178025,Sella Turcica ,2010,Drama
178051,Cut ,2010,Comedy|Drama
178201,GasHole ,2010,Documentary
178205,Genetic Chile ,2010,Documentary
178209,God Went Surfing With The Devil ,2010,Documentary
178461,Will the Real Terrorist Please Stand Up ,2010,Comedy
178499,A View of Love ,2010,Comedy|Drama
178597,Deep in the Woods ,2010,Comedy|Drama
178653,Mourning for Anna ,2010,Action|Sci-Fi
178681,BrÃ¸drene Dal og vikingsverdets forbannelse ,2010,Drama|War
178683,Danny Boy ,2010,Adventure|Children|Comedy
178711,Gandu ,2010,Documentary
178717,Otto's Eleven ,2010,Comedy|Sci-Fi
178777,Habermann's Mill ,2010,Comedy
178863,Stripped Naked ,2010,Drama|Romance|Thriller
178977,Silent But Deadly ,2010,Horror
179031,ExTerminators ,2010,Drama
179521,Free Willy: Escape From Pirate's Cove ,2010,Children
179641,Der Meisterdieb ,2010,Children|Fantasy
179733,The Prince & Me 4: The Elephant Adventure ,2010,Drama
179807,Generation Zero ,2010,Comedy
179971,Thought of You ,2010,(no genres listed)
179999,Trois petits points ,2010,Animation|Drama|Sci-Fi
180057,Copacabana ,2010,Drama|Thriller
180125,Patagonia ,2010,Comedy|Drama
180163,Stanley Pickle ,2010,Comedy
180181,Umbra ,2010,(no genres listed)
180187,Rinco's Restaurant ,2010,Documentary
180305,Paraiso ,2010,Action|Drama|War
180313,Dead West ,2010,(no genres listed)
180579,Naan Mahan Alla ,2010,Action|Romance
180651,Planeat ,2010,Drama|Romance
181063,The Final Prophecies ,2010,Drama
181123,Slices of Life ,2010,Adventure|Documentary
181201,An Ordinary Execution ,2010,Drama|Romance
181289,Blind Date ,2010,Comedy|Drama|Romance
181345,Benda Bilili! ,2010,Action|Comedy|Crime
181357,Robot Chicken: Star Wars Episode III ,2010,Comedy|Sci-Fi
181363,Ciacho ,2010,(no genres listed)
181377,Erratum ,2010,(no genres listed)
181381,Made in Poland ,2010,Comedy|Crime
181383,Åšniadanie do Å‚Ã³Å¼ka ,2010,(no genres listed)
181387,Zwerbowana miÅ‚oÅ›Ä‡ ,2010,Comedy|Drama|Romance
181389,The Christening ,2010,Action|Drama
181391,Holy Business ,2010,Drama
181393,Venice ,2010,Comedy
181397,Mystification ,2010,(no genres listed)
181399,Little Rose ,2010,(no genres listed)
181415,Zero ,2010,(no genres listed)
182705,Action Replayy ,2010,Action|Adventure|Crime|Horror
182895,Ayirathil Oruvan ,2010,Action|Drama
182929,Yaroslav. A Thousand Years Ago ,2010,Action|Adventure|Horror
182975,Dragon Trap ,2010,Comedy
182977,AdÄ±nÄ± Sen Koy ,2010,(no genres listed)
182983,Ask Your Heart ,2010,Drama
183257,"Zaytsev, zhgi! Istoriya shoumena ",2010,Adventure|Children|Fantasy
183289,As Night Falls ,2010,Drama
183321,The Song of Lunch ,2010,Drama|Romance
183363,Impasse du dÃ©sir ,2010,Documentary
183779,The Passion ,2010,Action|Drama|Thriller
184073,The Psycho Legacy ,2010,Drama|Horror|Mystery|Thriller
184219,Break Ke Baad ,2010,Comedy|Drama|Mystery|Romance
184487,Who Is Clark Rockefeller? ,2010,Drama|Mystery
184563,Special Treatment ,2010,Drama
184955,November Christmas ,2010,Drama|Fantasy
185017,Chasing 3000 ,2010,Action|Thriller
185055,Closed for the Season ,2010,Crime|Drama|Thriller
185175,Attenborough's Journey ,2010,Action|Crime|Thriller
185289,Weddings and Other Disasters ,2010,Documentary
185661,WWE: Top 50 Superstars of All Time ,2010,(no genres listed)
185765,JourneyQuest ,2010,Comedy|Romance
185807,Naomi ,2010,Drama|Mystery|Romance|Thriller
185825,EÅŸrefpaÅŸalÄ±lar ,2010,Children|Comedy|Drama
186049,Bedways ,2010,Drama
186059,Tag und Nacht ,2010,Drama
186235,Snap ,2010,Drama
186245,Dirty Pictures ,2010,Animation
186349,Big Bang Big Boom ,2010,Animation
186351,Wisdom Teeth ,2010,Animation
186411,Summer Coda ,2010,Documentary
186413,Dancing Across Borders ,2010,Drama|Romance
186417,The Road to Coronation Street ,2010,Fantasy
186419,The Life of Fish ,2010,Drama
186421,Worried About the Boy ,2010,Drama|Romance
186427,Dark Metropolis ,2010,Comedy|Drama
186503,Civil Courage ,2010,Documentary
186651,Pranchiyettan & The Saint ,2010,Comedy|Thriller
186919,Unearthed ,2010,Documentary
187363,Extreme Happiness ,2010,(no genres listed)
187535,BrÃ³der ,2010,Sci-Fi
187657,Daddy I Do ,2010,Sci-Fi
187697,"Metallica/Slayer/Megadeth/Anthrax: The Big 4 - Live from Sofia, Bulgaria ",2010,(no genres listed)
187949,Furious Love ,2010,Documentary
188051,Nosferatu. Uzhas nochi ,2010,Comedy|Romance
188159,The Revelation of the Pyramids ,2010,Drama|Romance|Thriller
188165,El sicario: Room 164 ,2010,Documentary
188651,Muita Calma Nessa Hora ,2010,Crime|Drama
188657,Mamma GÃ³gÃ³ ,2010,Comedy|Romance
188699,World Peace and Other 4th Grade Achievements ,2010,Drama
188907,Utopia in Four Movements ,2010,Documentary
188945,Janeane Garofalo: If You Will ,2010,Crime|Drama
189059,Des Kaisers neue Kleider ,2010,Crime
189147,V Centuria. Searching For a Charmed Treasure ,2010,Adventure
189289,"Here Comes the Bride, My Mom! ",2010,Comedy|Drama
189291,Solanin ,2010,Drama|Romance
189499,The Con Artist ,2010,Action|Sci-Fi
189547,Iron Soldier ,2010,Drama|Romance
189573,Freshman Father ,2010,(no genres listed)
189611,Lunch Line ,2010,Documentary
189677,Monster High: New Ghoul at School ,2010,Drama|War
189757,Camping 2 ,2010,Comedy
189887,Josef Fritzl: The Story of a Monster ,2010,Thriller
189939,Faith ,2010,Drama|Romance
190041,Chronological Order ,2010,Drama
190167,Winter Vacation ,2010,Adventure|Drama|Fantasy|Mystery
190185,Spring Fever ,2010,Sci-Fi|Thriller
190243,A Family Thanksgiving ,2010,Horror
190387,12 Jahre ,2010,Drama
190445,Nodame Cantabile: The Movie II ,2010,Mystery
190583,Goa ,2010,Action|Comedy
190785,The Portal ,2010,Adventure|Drama
190927,Whitney Cummings: Money Shot ,2010,Adventure|Sci-Fi
191159,Cold Sweat ,2010,Comedy|Drama|Thriller
191349,America The Story of Us ,2010,Animation
191505,Brindaavanam ,2010,Drama
191741,Golden Slumber ,2010,Drama|Romance
191743,Hahaha ,2010,Action|Comedy|Drama|Mystery|Thriller
191769,Permanent Nobara ,2010,Drama
191777,Revenge: A Love Story ,2010,Comedy|Drama
191779,10Â½ ,2010,Thriller
191833,Den Brother ,2010,Action|Adventure|Sci-Fi
191875,The April Chill ,2010,Action|Crime
191909,The House of Steinbrenner ,2010,Drama
