movieId,title,year,genres
5646,Valmont ,1989,Drama
5842,Too Beautiful for You ,1989,Adventure|Romance
5884,Chopper Chicks in Zombietown ,1989,Horror|Thriller
6174,Kinjite: Forbidden Subjects ,1989,Adventure|Children
6274,Physical Evidence ,1989,Drama|Film-Noir|Mystery|Romance
6454,Music Box ,1989,Documentary
6472,Eat a Bowl of Tea ,1989,Thriller
6583,"Blood of Heroes, The ",1989,Action|Comedy|Crime|Thriller
6635,"Rachel Papers, The ",1989,Drama|Romance
6742,"I, Madman ",1989,Crime|Horror|Mystery|Sci-Fi|Thriller
6782,Leningrad Cowboys Go America ,1989,Drama
6845,Chattahoochee ,1989,Drama
6960,Marquis ,1989,Action|Adventure|Sci-Fi
7129,Queen of Hearts ,1989,Sci-Fi
7242,Cat Chaser ,1989,Drama|War
7400,Beyond the Stars ,1989,Action|Crime|Western
7403,Food of the Gods II ,1989,Horror|Sci-Fi
7742,Baxter ,1989,Comedy|Drama
7872,Getting It Right ,1989,Musical
8457,True Love ,1989,Crime|Drama|Thriller
8541,Bloodhounds of Broadway ,1989,Drama|War
8589,Winter War ,1989,Documentary
8603,Coming Out ,1989,Drama
8709,How I Got Into College ,1989,Drama
8777,Roadkill ,1989,Drama
8936,Life and Nothing But ,1989,Children|Comedy|Romance
26587,"Decalogue, The ",1989,Crime|Drama|Thriller
26615,Cannibal Women in the Avocado Jungle of Death ,1989,Drama|Romance
26662,Kiki's Delivery Service ,1989,Drama
26663,Monsieur Hire ,1989,Adventure|Animation|Children|Drama|Fantasy
26670,Rikyu ,1989,Crime|Romance|Thriller
26672,Speaking Parts ,1989,Drama
26677,Black Rainbow ,1989,Comedy
26708,Time to Kill ,1989,Comedy|Drama
30764,"Mahabharata, The ",1989,Drama|War
30991,Powwow Highway ,1989,Drama
31026,"Phantom of the Opera, The ",1989,Documentary
31049,Out Cold ,1989,Comedy
31649,"Architecture of Doom, The ",1989,Action|Sci-Fi|Thriller
32196,Violent Cop ,1989,Drama|Romance
32705,Why Has Bodhi-Dharma Left for the East?: A Zen Fable ,1989,Action|Drama
32974,Black Rain ,1989,Comedy|Drama|War
33397,300 Miles to Heaven ,1989,Drama
33755,Godzilla vs. Biollante ,1989,Drama|War
34185,Staying Together ,1989,Drama|Thriller
34450,Miracles - Mr. Canton and Lady Rose ,1989,Comedy|Drama
35636,Teen Witch ,1989,Drama
42152,Interrogation ,1989,Drama
42413,After Midnight ,1989,Action|Crime|Drama
47774,"Icicle Thief, The ",1989,Comedy|War
