movieId,title,year,genres
122914,Avengers: Infinity War - Part II ,2019,Action|Adventure|Sci-Fi
143345,Shazam! ,2019,Action|Drama
195473,Les Invisibles ,2019,Drama
196223,Hellboy ,2019,Drama
196417,How to Train Your Dragon: The Hidden World ,2019,(no genres listed)
196487,Reign of the Supermen ,2019,Crime|Drama
196567,Wild Rose ,2019,Children|Comedy|Drama|Thriller
196887,What Men Want ,2019,Comedy
196889,Glass ,2019,Comedy|Fantasy|Romance
196891,The Lego Movie 2: The Second Part ,2019,Drama|Horror|Mystery|Sci-Fi|Thriller
196893,Cold Pursuit ,2019,Action|Adventure|Animation|Children|Comedy
196895,Serenity ,2019,Action|Drama|Thriller
197141,The Standoff at Sparrow Creek ,2019,Drama
197143,Donnybrook ,2019,Drama|Mystery|Thriller
197175,Alita: Battle Angel ,2019,Drama
197179,Chaos Walking ,2019,(no genres listed)
197195,Miss Bala ,2019,Drama
197197,The Report ,2019,Action|Drama|Thriller
197199,Isn't It Romantic ,2019,Drama
197201,Fighting with My Family ,2019,Comedy|Fantasy|Romance
197203,Triple Frontier ,2019,Comedy|Drama
197209,The Last Laugh ,2019,Drama|Thriller
197277,Bilby ,2019,Comedy
197333,Celebration ,2019,Documentary
197343,Escape Room ,2019,Comedy|Drama|Romance
197367,State Like Sleep ,2019,Drama
197389,Rust Creek ,2019,Drama
197427,Stressed ,2019,Drama
197443,American Hangman ,2019,Drama
197485,The Car: Road to Revenge ,2019,Action|Adventure|Sci-Fi
197491,Brexit: The Uncivil War ,2019,Drama
197509,One Last Deal ,2019,(no genres listed)
197529,The Upside ,2019,Comedy|Romance
197537,Velvet Buzzsaw ,2019,Drama|Fantasy|Horror
197579,Pledge ,2019,Action|Horror|Sci-Fi
197591,A Dog's Way Home ,2019,(no genres listed)
197663,Happy Death Day 2U ,2019,Horror
197681,Petta ,2019,Crime|Drama
197689,Polar ,2019,Comedy|Drama
197691,FYRE: The Greatest Party That Never Happened ,2019,Action
197707,IO ,2019,Drama|Thriller
197709,The Hole in the Ground ,2019,Sci-Fi
197711,Us ,2019,Horror
197715,Don't Come Back from the Moon ,2019,Action
197875,"Extremely Wicked, Shockingly Evil and Vile ",2019,Drama
197877,American Factory ,2019,Crime|Thriller
197879,Apollo 11 ,2019,Documentary
197881,Brittany Runs a Marathon ,2019,Documentary
197883,The Farewell ,2019,(no genres listed)
197885,Honey Boy ,2019,Comedy
197889,Close ,2019,Comedy
197909,Fyre Fraud ,2019,Comedy
197955,Storm Boy ,2019,(no genres listed)
197957,Edmond ,2019,Children|Drama
197965,Sebastian Maniscalco: Stay Hungry ,2019,(no genres listed)
197987,Horror Noire: A History of Black Horror ,2019,Documentary
198067,Total Dhamaal ,2019,Documentary
198071,Root Cause ,2019,(no genres listed)
198075,Unplanned ,2019,Crime|Drama
198087,Non ci resta che il crimine ,2019,Adventure|Children
198099,The Brawler ,2019,Documentary|Horror
198115,Revenger ,2019,(no genres listed)
198129,The Kid Who Would Be King ,2019,Comedy
198143,Then Came You ,2019,Action|Thriller
198147,Five Feet Apart ,2019,Romance
198153,The Beach Bum ,2019,Action|Adventure
198243,Who Will Write Our History? ,2019,(no genres listed)
198265,The Wandering Earth ,2019,(no genres listed)
198291,Aurora ,2019,Action|Drama|Sci-Fi
198295,"Gabriel ""Fluffy"" Iglesias: One Show Fits All ",2019,(no genres listed)
198467,Wretch ,2019,Comedy|Drama|Fantasy
198493,The Least of These ,2019,Documentary
198499,Untogether ,2019,Horror
198501,"Berlin, I Love You ",2019,Comedy|Drama
198575,An Affair to Die For ,2019,Animation
198577,Braid ,2019,Thriller
198593,Extracurricular Activities ,2019,Animation|Children|Comedy|Crime
198609,Il Primo Re ,2019,Animation|Comedy
198619,Greener Grass ,2019,Drama
198649,"Ray Romano: Right Here, Around the Corner ",2019,Drama
198657,Manikarnika ,2019,Comedy
198673,Into the Dark: Down ,2019,Drama
198677,Une Intime Conviction ,2019,Drama
198683,Blood Bound ,2019,Drama
198703,High Flying Bird ,2019,Crime|Mystery
198731,The Final Wish ,2019,Thriller
198781,Uri: The Surgical Strike ,2019,Adventure|Drama|Thriller
198791,The Queen's Corgi ,2019,Action|Sci-Fi
198801,Mr. Jones ,2019,Documentary|War
198825,Deadly Switch ,2019,Comedy|Drama
198827,The Last Boy ,2019,Thriller
198831,The Golden Glove ,2019,Horror
198909,After Darkness ,2019,Horror|Romance|Sci-Fi
198923,Char Man ,2019,Horror
199013,Amundsen ,2019,Documentary
199015,Pothole Wars ,2019,Drama
199023,Real Cases of Shadow People: The Sarah McCormick Story ,2019,Animation
199029,Organize Ä°ÅŸler 2: Sazan SarmalÄ± ,2019,Action|Crime
199059,Music and Apocalypse ,2019,Comedy
