movieId,title,year,genres
165707,Ned ,2003,Drama|Romance|Thriller
165749,Little Longnose ,2003,Horror
166956,Mio cognato ,2003,Documentary
167272,Behind the Camera: The Unauthorized Story of 'Three's Company' ,2003,Horror|Thriller
167584,Scary Godmother The Halloween Spooktakular ,2003,Animation|Children|Comedy|Sci-Fi
167608,Wasp ,2003,(no genres listed)
167866,Homerun ,2003,Drama
167952,When Eagles Strike ,2003,Action
168228,The Unemployment Club ,2003,Comedy
168606,Jump London ,2003,Drama|Romance
168672,"Ready, Steady, Charlie! ",2003,Drama
168736,Henri Cartier-Bresson: The Impassioned Eye ,2003,Drama
168766,The Immortals ,2003,Horror|Mystery
168768,I'll See You in My Dreams ,2003,Action|Crime|Drama
169238,Peluca ,2003,(no genres listed)
169964,LD 50 Lethal Dose ,2003,Horror|Sci-Fi|Thriller
170195,Timecop 2: The Berlin Decision ,2003,Drama
170203,Epoch: Evolution ,2003,Comedy
170285,Inspector Gadget 2 ,2003,Action|Sci-Fi|Thriller
170301,Christmas Vacation 2: Cousin Eddie's Island Adventure ,2003,Comedy
170335,Red Water ,2003,(no genres listed)
170439,"Didi, o Cupido TrapalhÃ£o ",2003,Comedy|Drama
170571,7:35 in the Morning ,2003,Thriller
170609,Song For a Raggy Boy ,2003,Documentary|Romance
170687,Julie & Jack ,2003,Action|Sci-Fi
170707,Hornblower: Loyalty ,2003,Action|Drama|War
170829,Verschwende deine Jugend ,2003,Action|Adventure|Fantasy|Horror|Thriller
171121,The Movie Hero ,2003,Documentary
171303,Blessing Bell ,2003,Action|Comedy
171331,The Work of Director Chris Cunningham ,2003,Crime|Thriller
171473,The Diary of Ellen Rimbauer ,2003,Comedy|Fantasy|Sci-Fi
171641,"Richard Pryor: I Ain't Dead Yet, #*%$#@!! ",2003,Comedy
171751,Munna bhai M.B.B.S. ,2003,(no genres listed)
171851,Into the Mirror ,2003,Children|Drama
172015,Metamorphosis ,2003,Drama
172033,Fallen Angel ,2003,Drama
172201,Take Away ,2003,(no genres listed)
172241,Secret Santa ,2003,Comedy|Drama
172273,Michel Vaillant ,2003,Comedy|Drama|Romance
172289,George of the Jungle 2 ,2003,Comedy
172331,Cowboys & Angels ,2003,Children|Comedy
172677,Antikiller 2: Antiterror ,2003,Comedy|Romance
172689,The Charge ,2003,Comedy
172755,Peculiarities of the National Politics ,2003,Action|Thriller
172757,Body to Body ,2003,Comedy
172767,Dazhe Ne Dumay ,2003,Comedy|Thriller
172781,Ð Ð¿Ð¾ÑƒÑ‚Ñ€Ñƒ Ð¾Ð½Ð¸ Ð¿Ñ€Ð¾ÑÐ½ÑƒÐ»Ð¸ÑÑŒ ,2003,Crime
172823,Phenomenon II ,2003,Drama
172877,Beyond ,2003,Sci-Fi
172879,World Record ,2003,Animation|Sci-Fi
172881,Final Flight of the Osiris ,2003,Animation|Sci-Fi
172887,Kid's Story ,2003,Children|Comedy|Fantasy
172889,Program ,2003,Animation|Sci-Fi
172905,The Idiot ,2003,(no genres listed)
173165,The Rain Children ,2003,Documentary
173527,Skinhead Attitude ,2003,Comedy
173597,Shark Zone ,2003,Comedy|Romance
173971,The Actors ,2003,(no genres listed)
174003,Labyrinth ,2003,Drama|Romance
174537,Air Bud: Spikes Back ,2003,Animation|Children
174835,Grimm ,2003,Drama
174873,The Crooked E: The Unshredded Truth About Enron ,2003,Comedy
174945,If You Were Me ,2003,Documentary
174989,Cosmopolitan ,2003,Action|Thriller
174991,Nemesis Game ,2003,Drama|Romance
174993,The Job ,2003,Mystery|Thriller
175249,To Kill a King ,2003,Documentary|Drama|Romance
175421,I'm Staying ,2003,Thriller
175425,Fate ,2003,Drama
175601,Godforsaken! ,2003,Adventure|Drama
175735,Je hais les enfants! ,2003,Comedy
175887,"Jesus, You Know ",2003,Drama
